Flight_ID,Airline,Source,Destination,Departure_Date,Departure_Time,Arrival_Time,Duration,Total_Stops,Distance_km,Travel_Class,Days_Before_Departure,Season,Weekday,Aircraft_Type,Booking_Channel,Passenger_Count,Price
FL118448,SpiceJet,Mumbai Airport,MAA,2025-08-14,17:10,20:07,2h 58m,1,1060.2,Economy,152,Monsoon,Thursday,Airbus A321,Third-Party,1,4379.92
FL154543,Thai Airways,Bangalore,Frankfurt,,9:25 AM,7:42 PM,10h 18m,0,7642.1,Business,1,Monsoon,Friday,Airbus A380,Travel Agent,1,200000
FL110887,GoFirst,Pune,Delhi,2026-04-21,11:45 AM,13:47,2h 02m,0,1199.6,Economy,10,Summer,,ATR 72,Third-Party,1,5489.96
FL144496,Emirates,Chennai,Frankfurt,2025-03-23,06:35,5:01 PM,10h 27m,0,7755.0,Economy,24,Summer,,Boeing 787 Dreamliner,Travel Agent,4,119717.29
FL187660,Emirates,DXB,Doha,2026-12-26,02:55,03:54,1.00,non-stop,386.4,Economy,23,Winter,Saturday,Boeing 777,Airport Counter,1,15000
FL107584,Vistara,Jaipur,Ahmedabad,2026-10-28,04:30,5:42 AM,,0,553.8,Economy,144,Autumn,Wednesday,ATR 72,Third-Party,3,2362.16
FL159720,,Mumbai,Ahmedabad,2026-07-07,08:45,10:49,2h 05m,1,448.6,Economy,131,Monsoon,Tuesday,ATR 72,Mobile App,2,486.11
FL115995,air india,Chennai,HYD,2026-10-21,21:00,22:11,1h 11m,non-stop,534.4,Economy,41,Autumn,Wednesday,ATR 72,Website,2,2000
FL113755,QATAR AIRWAYS,New York,GOI,2026-12-09,02:40,22:08,19.48,1 stop,13404.4,,32,Winter,Wednesday,Boeing 777,Mobile App,1,196816.97
FL146096,Lufthansa,Doha,Mumbai,2025-01-11,17:15,10:29 PM,5h 15m,1,2449.0,Economy,30,Winter,Saturday,Airbus A350,Airport Counter,1,25564.68
FL183956,Vistara,PNQ,Chennai Airport,2026-08-05,15:25,6:47 PM,202 min,1 stop,922.9,Business,3,Monsoon,,Boeing 737,Website,2,24282.65
FL101945,AirAsia India,Kolkata,Ahmedabad Airport,2026-05-28,23:30,02:06,2.60,0,1639.2,Premium Economy,88,Summer,Thursday,Airbus A320,Mobile App,2,10499.2
FL118229,Indigo,Hyderabad,Goa Airport,2025-05-16,12:40 PM,13:55,1h 15m,non-stop,587.1,Economy,14,Summer,Friday,Boeing 737,Mobile App,1,3732.07
FL158134,British Airways,Sydney,Jaipur,2026-03-14,7:00 AM,21:23,863 min,non-stop,,Economy,35,Summer,Saturday,Boeing 787 Dreamliner,Mobile App,3,111756.52
FL133639,Air India,Sydney,Doha,2025-01-07,05:10,10:24 PM,1034 min,0,13055.5,Economy,6,Winter,Tuesday,Boeing 777,Mobile App,1,182444.53
FL148194,Thai Airways,Doha,Singapore,2025-10-18,15:15,12:05 AM,8h 51m,0,6506.9,Economy,3,Autumn,Saturday,Boeing 777,Travel Agent,1,142186.96
FL188540,,Delhi,SIN,2025-05-08,16:20,10:31 PM,6h 12m,non-stop,4444.5,Economy,19,Summer,Thursday,Boeing 777,Website,2,58243.41
FL187195,Indigo,Bangalore,PNQ,2026-04-30,12:25,4:47 PM,4h 22m,2 stops,755.6,Economy,22,Summer,Thursday,Airbus A321,Mobile App,1,3219.26
FL190011,Etihad Airways,Frankfurt,AMD,2025-04-12,07:45,6:51 PM,11h 06m,2 stops,6656.0,Business,5,Summer,Saturday,Airbus A350,Travel Agent,2,200000
FL173119,SpiceJet,MAA,Pune,,6:45 PM,,1h 43m,0,944.2,Economy,8,Summer,Friday,ATR 72,Mobile App,1,
FL129496,British Airways,FRA,New York,2026-02-19,2:10 PM,00:53,10h 44m,2,6387.4,Economy,30,Winter,Thursday,Airbus A380,Travel Agent,,52730.91
FL175126,Lufthansa,Pune,New York Airport,2026-05-01,02:25,20:38,18.23,1,12946.5,Economy,2,Summer,Friday,Airbus A350,Third-Party,1,200000
FL113650,etihad airways,Dubai,Sydney,2026-07-23,,6:53 PM,,1,12517.6,Economy,39,Monsoon,Thursday,Airbus A380,Website,1,77192.71
FL100855,Singapore Airlines,JAI,Bangkok,2025-01-09,6:50 PM,11:09 PM,259 min,0,2978.5,Economy,81,Winter,Thursday,Boeing 787 Dreamliner,Third-Party,1,29739.23
FL192545,Vistara,LHR,BLR,2025-02-11,4:50 PM,05:56,13h 06m,1 stop,8555.3,Economy,31,Winter,Tuesday,Airbus A380,Travel Agent,2,"Rs. 79,449.26"
FL115624,ETIHAD AIRWAYS,Delhi Airport,Sydney Airport,2025-11-03,11:30 PM,1:27 PM,837 min,0,10492.3,Economy,2,Autumn,Monday,Airbus A350,Website,2,177029.07
FL193045,Emirates,Doha,Mumbai,2026-08-12,01:00,06:14,5h 14m,1,2338.9,Economy,7,Monsoon,Wednesday,Airbus A380,Website,1,
FL123940,Etihad Airways,Doha Airport,Bangalore Airport,2026-04-04,,8:33 AM,6.05,1 stop,3250.1,Business,2,Summer,Saturday,Boeing 787 Dreamliner,Website,2,184730.11
FL150896,Etihad Airways,Bangkok,London,2025-11-04,5:20 AM,20:17,14h 57m,1 stop,10017.0,Economy,35,Autumn,Tuesday,,Website,2,72005.02
FL158303,Etihad Airways,Doha Airport,Delhi,2025-02-04,17:45,21:35,231 min,0,2606.5,Economy,85,Winter,Tuesday,Boeing 777,Travel Agent,3,26491.56
FL181152,Thai Airways,Sydney,JFK,2026-11-06,07:35,5:15 AM,21h 41m,0,16520.7,,30,Autumn,Friday,Boeing 777,Mobile App,4,164919.02
FL160501,GOFIRST,Pune Airport,Kolkata,2025-05-13,7:35 AM,11:55,4h 21m,1,1693.3,Economy,24,,Tuesday,Airbus A320,,1,7049.78
FL136036,SpiceJet,Pune,Goa,2026-05-14,10:15 PM,23:13,,non-stop,367.1,Business,22,Summer,Thursday,Boeing 737,Mobile App,4,7430.28
FL186368,Qatar Airways,SIN,BKK,2025-04-15,7:45 AM,10:12,2h 27m,non-stop,1524.5,Economy,4,Summer,Tuesday,Airbus A350,Website,1,29933.59
FL182167,Lufthansa,Doha,Goa,2026-10-29,6:00 AM,9:55 AM,3.92,0,2667.7,Economy,5,Autumn,Thursday,Airbus A380,Website,2,39326.9
FL110438,,Sydney,Bangalore,2025-09-16,1:05 AM,13:57,12h 53m,0,9655.4,Economy,13,Monsoon,Tuesday,Boeing 787 Dreamliner,Mobile App,2,97892.32
FL123490,Etihad Airways,Bangkok Airport,Doha Airport,2026-10-18,10:30,20:11,582 min,2,5430.9,Economy,13,Autumn,Sunday,Boeing 787 Dreamliner,Third-Party,3,56969.63
FL100592,Emirates,London,Doha,2025-07-28,1:05 PM,20:28,444 min,non-stop,5378.9,Economy,8,Monsoon,Monday,,Website,two,65087.75
FL109318,singapore airlines,Frankfurt,Hyderabad Airport,2025-04-09,03:30,14:51,11h 21m,1 stop,7130.2,Business,19,Summer,Wednesday,Airbus A320,Third-Party,2,200000
FL148944,Qatar Airways,Doha,Kolkata,2026-09-05,,18:40,5h 21m,0,3778.8,Economy,6,Monsoon,Saturday,Airbus A350,Third-Party,1,53531.67
FL123358,SPICEJET,Bangalore,PNQ,2026-09-04,5:40 AM,08:20,2h 40m,1 stop,793.8,Economy,37,Monsoon,Friday,ATR 72,Third-Party,1,3079.2
FL143525,Vistara,Kolkata,Hyderabad,2025-01-16,8:25 AM,10:31 AM,2h 06m,0,1252.7,Economy,19,Winter,Thursday,ATR 72,Mobile App,1,7804.77
FL194569,Lufthansa,DXB,Sydney,2026-03-30,10:45,4:31 AM,1066 min,1,12149.3,Economy,12,Summer,Monday,Boeing 787 Dreamliner,Travel Agent,3,185511.53
FL178896,GoFirst,Pune Airport,HYD,2025-08-11,,,2h 28m,1,505.8,Economy,16,Monsoon,Monday,Airbus A320,Airport Counter,4,2000
FL138850,SpiceJet,,Hyderabad,2025-04-28,7:20 PM,8:30 PM,1h 10m,non-stop,520.4,Economy,33,Summer,Monday,Airbus A320,Travel Agent,3,2918.72
FL170023,Qatar Airways,London,Jaipur,2026-06-19,6:55 PM,5:59 AM,11h 04m,1 stop,6972.9,Economy,11,Monsoon,Friday,Boeing 787 Dreamliner,Travel Agent,1,81479.26
FL147331,SINGAPORE AIRLINES,Delhi,Bangkok,2025-03-22,2:30 PM,18:52,4h 22m,non-stop,3016.1 km,Economy,6,Summer,Saturday,Airbus A350,Travel Agent,2,59021.34
FL104281,Qatar Airways,Dubai,Jaipur,2025-05-04,7:10 AM,10:18,3h 09m,0,,Economy,25 days,Summer,Sunday,Airbus A350,Travel Agent,2,31538.25
FL180208,Emirates,Hyderabad,FRA,2025-02-12,3:15 PM,02:58,11.72,1 stop,7416.5,Economy,44,Winter,Wednesday,Airbus A320,Third-Party,5,97873.78
FL177442,Lufthansa,Sydney,BOM,2025-10-31,,07:55,14h 25m,non-stop,10855.1,First,,Autumn,Friday,,Website,3,200000
FL102979,Etihad Airways,Sydney,Delhi,2026-01-04,17:30,8:50 AM,15h 20m,1,10549.0,Economy,25,Winter,Sunday,Airbus A350,Mobile App,1,135759.03
FL184788,AirAsia India,Mumbai,Bangalore Airport,2026-11-07,14:25,16:02,1h 38m,non-stop,880.9,Premium Economy,36,Autumn,Saturday,Airbus A320,Website,1,
FL111796,,DEL,,2026-03-03,09:15,14:49,335 min,1 stop,2619.0,Economy,14,Summer,Tuesday,,Mobile App,1,31730.06
FL150757,SpiceJet,Kolkata,Bangalore,2025-04-18,8:25 PM,11:04 PM,2h 39m,non-stop,1681.2,Economy,14,Summer,Friday,ATR 72,Mobile App,3,12855.1
FL179969,AirAsia India,BLR,Ahmedabad,2025-07-20,13:40,4:58 PM,3h 19m,1 stop,1264.9,Economy,3,Monsoon,Sunday,ATR 72,Travel Agent,1,11122.69
FL156807,Vistara,Kolkata,Goa,2025-12-22,17:05,7:52 PM,2h 47m,0,1784.0,Economy,34,Winter,Monday,ATR 72,Website,2,8948.63
FL167416,Singapore Airlines,SYD,SIN,2026-04-06,10:15,20:35,10h 20m,1 stop,6796.5,Economy,19,Summer,Monday,Boeing 787 Dreamliner,Website,3,81269.99
FL107745,Lufthansa,Bangalore,Sydney,2025-08-30,6:15 AM,7:54 PM,820 min,1,9399.1,Economy,10,Monsoon,Saturday,Airbus A350,Website,4,78470.68
FL175243,,Bangkok,Sydney,2026-06-10,17:25,5:43 AM,12h 19m,1 stop,7899.4,Premium Economy,5,Monsoon,Wednesday,Airbus A320,Website,,111926.47
FL103559,Qatar Airways,JFK,Doha,2026-12-08,3:55 PM,,16h 39m,1 stop,11199.9,Premium Economy,28,Winter,Tuesday,Airbus A380,Third-Party,1,200000
FL101311,Emirates,Dubai,Doha,2026-05-15,00:35,03:11,2h 37m,1,382.8,Economy,,Summer,Friday,Boeing 787 Dreamliner,Mobile App,2,15000
FL173867,Qatar Airways,Kolkata,Doha,2025-11-19,8:55 AM,2:27 PM,5h 32m,0,3929.1,,,Autumn,Wednesday,Airbus A320,Website,2,
FL176233,GoFirst,Chennai,JAI,2025-10-01,06:30,,2h 37m,0,1656.6,Economy,4,Autumn,Wednesday,Boeing 737,,,11150.18
FL167121,Air India,Jaipur Airport,Doha,2026-02-18,4:05 AM,09:17,5h 13m,1 stop,2546.3,Economy,27,Winter,Wednesday,Airbus A350,Website,1,22459.15
FL111304,Emirates,Singapore,Mumbai,2026-10-29,9:45 PM,05:09,7h 24m,1 stop,4176.5,Economy,27,Autumn,Thursday,Airbus A380,Mobile App,2,
FL135176,Qatar Airways,DOH,Sydney,2026-04-14,17:15,12:12,18h 57m,1 stop,13142.2,Economy,61,Summer,Tuesday,Airbus A350,Mobile App,3,95060.95
FL108580,British Airways,Bangalore,London,2026-01-14,1:35 AM,14:06,752 min,1 stop,8498.7,Economy,41,Winter,Wednesday,Airbus A380,Mobile App,5,69217.02
FL129920,AirAsia India,Goa,Mumbai,2026-07-14,3:10 AM,6:30 AM,3h 21m,2,439.2,Economy,1,Monsoon,Tuesday,Boeing 737,Website,2,3600.65
FL148909,Qatar Airways,Dubai Airport,Bangalore,2026-12-22,01:30,07:14,5h 45m,1,2715.2,Premium Economy,4,,Tuesday,Airbus A320,Website,3,50958.96
FL185568,etihad airways,MAA,BKK,2025-06-25,9:45 AM,2:35 PM,4h 51m,1,2218.9,Economy,27,Monsoon,Wednesday,Airbus A380,Travel Agent,1,16953.24
FL119975,GoFirst,Pune Airport,Jaipur Airport,2026-08-30,10:10,1:28 PM,3h 19m,1,992.3,Economy,111,Monsoon,Sunday,Airbus A321,Website,1,5260.39
FL105990,emirates,Singapore,Doha,2025-10-02,20:35,06:34,10h 00m,1,6444.0,,39,Autumn,Thursday,Airbus A380,Third-Party,1,57659.77
FL183335,thai airways,Hyderabad,Dubai,2025-02-27,21:55,03:19,5h 24m,1,,Economy,30,Winter,Thursday,Boeing 777,Third-Party,2,28120.16
FL129366,,Pune Airport,Ahmedabad,2026-10-13,5:15 PM,19:25,2h 10m,1,520.0,Economy,129,Autumn,Tuesday,Airbus A321,Third-Party,1,2142.34
FL187697,Emirates,Goa Airport,Dubai,,12:45 PM,19:00,6h 16m,2,2238.8,Business,144,Summer,Monday,Airbus A350,Website,1,43062.31
FL134231,Indigo,Ahmedabad Airport,Jaipur,2026-08-26,13:25,14:39,1.24,0,576.0,Premium Economy,3,Monsoon,Wednesday,Boeing 737,Website,3,6860.58
FL158196,Emirates,Goa Airport,JFK,2026-05-10,,7:12 AM,1087 min,0,13744.8,Premium Economy,85,Summer,Sunday,Boeing 777,Mobile App,1,200000
FL188200,,JFK,Pune,2026-03-31,8:40 AM,03:17,18h 37m,1 stop,12987.0,Business,8,Summer,Tuesday,Airbus A350,Mobile App,3,200000
FL138706,Lufthansa,Kolkata Airport,Doha,2026-08-06,04:35,13:07,8h 33m,2 stops,3908.0,Premium Economy,39,Monsoon,Thursday,Boeing 777,Airport Counter,one,35011.95
FL129121,Qatar Airways,Goa Airport,Bangkok,2025-08-26,5:55 AM,12:36,6h 41m,2,2947.5,Economy,34,Monsoon,Tuesday,Boeing 787 Dreamliner,Mobile App,3,
FL160509,Qatar Airways,Delhi Airport,SIN,2025-04-01,05:55,11:54 AM,6h 00m,0,4286.3,Business,0,Summer,Tuesday,,Third-Party,1,200000
FL142199,Lufthansa,Jaipur,Sydney,2026-08-05,2:00 PM,04:41,14h 42m,non-stop,11074.4,Premium Economy,26,Monsoon,Wednesday,Boeing 787 Dreamliner,,1,200000
FL172059,Singapore Airlines,GOI,London,2026-06-06,02:10,14:15,12.10,1,8087.7,,82,Monsoon,Saturday,Airbus A320,Mobile App,2,83101.77
FL122246,VISTARA,Goa,Mumbai,2025-02-17,21:55,00:03,2h 09m,1,456.0,Economy,66,Winter,Monday,ATR 72,Third-Party,1,2274.65
FL105545,GoFirst,Kolkata,Goa Airport,,09:50,12:34 PM,2.75,0,1751.1,Economy,21,Winter,Sunday,Airbus A321,Airport Counter,1,8973.21
FL156332,,Sydney,Singapore,2026-03-19,12:10 AM,11:16 AM,11h 07m,2 stops,6530.4,Economy,39,Summer,Thursday,Boeing 787 Dreamliner,Travel Agent,2,56288.67
FL128840,Air India,Hyderabad Airport,Ahmedabad,2026-10-10,7:30 PM,21:11,1.69,,928.0,Business,173,Autumn,Saturday,Airbus A320,Mobile App,1,18274.64
FL167984,Thai Airways,Singapore Airport,Frankfurt,2025-05-09,20:05,1:26 PM,17.36,2 stops,10359.3,Economy,43,,Friday,Airbus A380,Mobile App,4,102909.21
FL171696,Lufthansa,Dubai,Delhi,2025-09-30,9:30 AM,14:49,5h 19m,1,,Economy,31,Monsoon,Tuesday,Boeing 787 Dreamliner,Third-Party,4,28405.01
FL174625,Vistara,AMD,Goa,2026-10-02,00:10,03:26,3h 17m,1,897.3,Economy,8,Autumn,Friday,,Mobile App,3,5984.09
FL107540,GoFirst,Mumbai,Kolkata,2026-05-10,14:55,,162 min,0,1712.5,Economy,23,Summer,Sunday,,Third-Party,2,8695.09
FL178792,Vistara,Ahmedabad,Goa,2025-01-11,16:45,,2h 50m,1,878.8,Economy,31,Winter,Saturday,Airbus A320,Travel Agent,1,3915.24
FL113314,Lufthansa,CCU,Frankfurt,2026-04-29,13:25,1:30 AM,12h 05m,1 stop,7924.3,Business,0,,Wednesday,Airbus A350,Mobile App,1,200000
FL104492,Air India,,Singapore,2025-05-16,19:45,06:15,10h 31m,1,6670.9,Business,18,Summer,Friday,Boeing 787 Dreamliner,Third-Party,1,180268.68
FL145758,Thai Airways,Singapore Airport,Bangkok,2025-08-07,8:05 AM,10:27 AM,2h 23m,0,1468.9,Economy,,Monsoon,Thursday,Boeing 777,Website,,19918.31
FL150615,AirAsia India,Bangalore,Ahmedabad Airport,2025-01-06,18:35,22:24,3h 49m,1 stop,1254.0,Economy,0,,Monday,ATR 72,Website,1,9550.23
FL157003,British Airways,Dubai,BKK,2025-10-16,07:25,2:19 PM,,non-stop,5000.8,First,26,Autumn,Thursday,Boeing 787 Dreamliner,Travel Agent,3,200000
FL149138,Indigo,Pune,DEL,2025-12-07,11:20,15:08,3h 49m,1,1189.5,Economy,26,Winter,Sunday,Boeing 737,Website,,
FL169624,lufthansa,Mumbai,Sydney,2026-09-22,4:10 AM,19:05,14h 56m,1,10325.6,Economy,,Monsoon,Tuesday,Boeing 777,Mobile App,1,200000
FL130398,singapore airlines,LHR,DEL,2026-05-25,2:05 PM,00:54,10h 50m,1,6892.7,Economy,65,Summer,Monday,Airbus A320,Mobile App,1,73823.43
FL111623,BRITISH AIRWAYS,Bangkok,BOM,2025-05-24,06:15,14:14,8h 00m,2,3222.7,Economy,8,Summer,Saturday,Airbus A350,Travel Agent,1,40060.7
FL184907,AirAsia India,Chennai,,2025-06-19,11:00 PM,1:18 AM,2h 18m,0,1404.5,Business,44,Monsoon,Thursday,ATR 72,Mobile App,2,17304.41
FL137157,GoFirst,Ahmedabad,Jaipur Airport,2026-07-06,13:50,16:45,2h 55m,1 stop,556.0,Economy,23,Monsoon,Monday,Boeing 737,Travel Agent,1,2049.74
FL114830,Emirates,Pune Airport,New York,2026-10-27,03:20,21:55,,1,13106.1,First,55,Autumn,Tuesday,Boeing 777,Travel Agent,2,200000
FL138973,Thai Airways,Goa,Frankfurt,2026-10-12,11:20,22:17,10h 58m,1,7151.4,Economy,20,Autumn,Monday,Airbus A350,Mobile App,1,71333.7
FL143056,Etihad Airways,Hyderabad,Sydney,2026-06-11,08:50,01:44,16.91,2,10039.4,Economy,13,Monsoon,Thursday,Airbus A380,Mobile App,1,62599.53
FL143363,Indigo,Bangalore,Chennai,2025-09-09,08:15,09:07,0h 53m,non-stop,,Economy,13,Monsoon,Tuesday,Airbus A321,Website,3,2000
FL114640,vistara,Delhi,Pune,2026-10-19,07:25,9:26 AM,122 min,non-stop,1194.4,,32,Autumn,Monday,Boeing 737,Mobile App,1,8324.01
FL150026,British Airways,,Doha,2025-02-03,22:20,03:25,5.08,1 stop,2719.2,Economy,11,Winter,Monday,,Website,2,25589.63
FL104956,British Airways,Pune,Bangkok,2026-04-06,10:00 PM,2:15 AM,4h 16m,non-stop,2935.4,Economy,16,Summer,,Airbus A380,Website,,30170.66
FL178362,,Bangkok,Chennai,2026-09-22,7:05 AM,11:45,4.67,1,2297.2,Economy,49,Monsoon,Tuesday,Boeing 777,Mobile App,2,15000
FL175692,VISTARA,Bangkok,AMD,2025-10-01,12:45,17:27,4h 43m,0,3283.1,Economy,7,,Wednesday,Boeing 787 Dreamliner,Website,1,36120.19
FL106661,air india,Dubai,Sydney,2026-12-16,22:00,15:37,17.62,1 stop,12347.2,Economy,3,Winter,Wednesday,Boeing 777,Website,1,181902.72
FL100831,,,SYD,2026-10-12,04:50,8:04 PM,15h 14m,1,,Economy,24,Autumn,Monday,Airbus A320,Travel Agent,3,124713.06
FL154060,GoFirst,HYD,BLR,2026-11-23,7:30 AM,8:40 AM,,0,521.4,Economy,,Autumn,Monday,Airbus A320,Website,1,2000
FL157499,,Jaipur,Kolkata,2025-05-24,09:20,11:35,2h 16m,0,1376.7,Premium Economy,10,Summer,Saturday,Airbus A321,Mobile App,1,174.83
FL100895,Lufthansa,Dubai,PNQ,2026-08-05,18:30,11:10 PM,4h 40m,1,2160.2,Economy,144,Monsoon,Wednesday,Airbus A320,Mobile App,3,22705.69
FL118261,Lufthansa,Dubai Airport,Pune,2025-07-12,7:45 AM,13:35,5h 51m,2,2080.0,Business,6,Monsoon,Saturday,Boeing 777,Travel Agent,3,66054.3
FL150588,Emirates,New York Airport,Singapore Airport,2025-08-06,23:40,22:17,22h 37m,1 stop,16323.0,Premium Economy,48,Monsoon,Wednesday,Airbus A380,Website,2,200000
FL190488,SpiceJet,Chennai,Bangalore,2025-09-23,03:30,05:38,2h 09m,1 stop,301.6,Premium Economy,4,Monsoon,Tuesday,ATR 72,Website,2,2701.93
FL167440,Vistara,AMD,Frankfurt,2025-03-12,03:35,12:20,8h 45m,0,6437.3,Economy,5,Summer,Wednesday,Airbus A350,Mobile App,1,70115.96
FL129249,Thai Airways,Sydney Airport,Jaipur,2026-06-26,21:40,14:28,16h 49m,2,10872.8,Economy,180,Monsoon,Friday,Boeing 777,Mobile App,4,101775.51
FL148421,Etihad Airways,New York,Frankfurt,2025-04-28,00:05,8:37 AM,,non-stop,6270.7,Premium Economy,148,Summer,Monday,Boeing 787 Dreamliner,Mobile App,4,128915.3
FL105111,AirAsia India,Pune,AMD,2026-12-20,23:50,2:37 AM,2h 48m,1,523.4,Business,41,Winter,Sunday,Airbus A321,Website,1,6669.4
FL195467,British Airways,Sydney,Bangalore,2025-06-23,05:15,,12h 37m,non-stop,9455.4,Business,10,Monsoon,Monday,Airbus A350,Travel Agent,4,200000
FL197110,Qatar Airways,Mumbai,Doha,2025-07-30,,14:50,216 min,0,2414.2,Economy,44,Monsoon,Wednesday,Airbus A350,Website,2,27626.58
FL173406,,Mumbai Airport,,2026-12-08,13:15,03:05,13h 50m,0,10403.5,Economy,37,Winter,Tuesday,Boeing 777,,3,116859.27
FL142873,emirates,Sydney,Dubai,2026-02-13,7:35 AM,1:56 AM,18h 21m,1,12685.3,Economy,9,Winter,Friday,Boeing 787 Dreamliner,Travel Agent,4,146145.97
FL143210,Indigo,Kolkata,Pune,2026-11-27,3:15 AM,5:52 AM,158 min,non-stop,1658.5,Economy,10,Autumn,Friday,Airbus A321,Website,1,8090.73
FL160610,Thai Airways,Singapore,Goa Airport,2026-06-11,17:40,00:32,6h 53m,1,3736.7,Economy,2,Monsoon,,Boeing 777,Travel Agent,2,46465.84
FL152688,British Airways,Bangalore,Bangkok Airport,2026-10-25,9:20 AM,1:11 PM,3h 51m,non-stop,2617.8,First,43,Autumn,Sunday,Airbus A380,Website,1,146833.81
FL163637,Emirates,Dubai,Kolkata,2026-06-26,19:05,2:55 AM,471 min,2,3523.3,Economy,14,Monsoon,Friday,Boeing 777,Travel Agent,1,
FL155735,Emirates,Singapore,Bangkok Airport,2025-07-03,11:40 AM,14:05,2h 25m,0,1495.4,Premium Economy,2 days,Monsoon,Thursday,Boeing 777,Travel Agent,,40415.4
FL129697,Air India,DOH,London,2026-08-29,10:15,19:04,530 min,1,,Economy,5,Monsoon,Saturday,Boeing 777,Website,,69338.35
FL110697,SINGAPORE AIRLINES,Pune,Dubai,2025-05-13,6:00 AM,09:15,3.26,0,2149.8,Economy,1,Summer,Tuesday,,Travel Agent,1,53611.42
FL114362,Qatar Airways,New York,Sydney,2025-05-27,10:25,8:55 AM,22h 30m,non-stop,17162.1,Economy,9,Summer,Tuesday,Boeing 777,Website,6,200000
FL186923,Lufthansa,BOM,Singapore,2025-01-31,8:40 PM,02:20,5h 41m,0,4042.0,Economy,10,Winter,Friday,Boeing 777,Travel Agent,6,82541.1
FL124021,Etihad Airways,Pune Airport,LHR,2026-02-01,20:20,06:13,9.89,0,7321.6 km,,7,Winter,Sunday,Airbus A350,Website,2,172289.41
FL108847,Emirates,Dubai,HYD,2026-06-03,23:40,,232 min,0,2620.4,Economy,12,Monsoon,Wednesday,Airbus A320,Website,1,39315.84
FL156073,AirAsia India,BOM,Hyderabad,2025-04-22,02:45,04:04,1h 20m,0,648.1,Premium Economy,20,Summer,Tuesday,Airbus A320,Website,1,4171.53
FL116907,Thai Airways,Frankfurt Airport,Bangalore Airport,2026-04-24,08:20,20:16,11h 57m,1,7882.7,First,11,Summer,Friday,Airbus A380,Travel Agent,1,200000
FL187064,etihad airways,Pune,JFK,2025-03-27,06:15,01:20,19h 06m,1,13330.9,Economy,4,Summer,,,Website,1,200000
FL132137,Qatar Airways,Delhi,London,2026-03-02,10:45 AM,21:47,11h 02m,1 stop,7014.0,Premium Economy,113,Summer,Monday,Boeing 787 Dreamliner,Travel Agent,2,83598.57
FL150993,Emirates,Hyderabad,New York,,10:40,04:08,17h 28m,non-stop,13234.6,Economy,21,Winter,Friday,Airbus A350,Third-Party,2,154394.67
FL159981,Indigo,Delhi,PNQ,2025-01-22,20:45,10:50 PM,2h 06m,non-stop,1242.1,Premium Economy,4,Winter,Wednesday,Airbus A321,Website,1,17531.23
FL160214,Vistara,Dubai,Singapore Airport,2026-12-12,17:55,1:54 AM,,0,5845.3,Economy,15,Winter,Saturday,Boeing 787 Dreamliner,Website,1,47327.02
FL112043,British Airways,Frankfurt,Bangalore,2025-10-18,2:35 PM,00:54,620 min,0,7664.1,Economy,130,Autumn,Saturday,Airbus A380,,2,76181.89
FL154534,Singapore Airlines,Sydney,AMD,,7:40 PM,10:22,14h 42m,0,11081.1,Economy,27,Autumn,Wednesday,Boeing 787 Dreamliner,Website,1,87593.3
FL193253,Indigo,Ahmedabad,,2025-06-20,11:35 AM,13:04,1h 30m,0,777.2,Economy,2,Monsoon,Friday,ATR 72,Third-Party,four,6043.01
FL168244,SpiceJet,Kolkata Airport,Jaipur,2025-11-18,20:40,10:55 PM,2.26,0,1373.8,Economy,37,Autumn,Tuesday,Boeing 737,Website,1,"Rs. 5,737.94"
FL195532,Emirates,,LHR,2025-01-18,00:10,01:32,1h 22m,0,681.9,Premium Economy,169,Winter,,Boeing 777,Airport Counter,four,15000
FL121010,Etihad Airways,SYD,Frankfurt Airport,2026-10-10,20:25,8:15 PM,23h 51m,1,16848.6,,69,Autumn,Saturday,Boeing 787 Dreamliner,Travel Agent,1,200000
FL171738,SpiceJet,Kolkata,Goa,2026-03-31,18:40,21:23,2h 43m,0,1733.7,Business,34,Summer,Tuesday,Airbus A320,Airport Counter,2,25000
FL167209,Emirates,London,Doha,2026-02-24,1:55 PM,22:32,8h 37m,1,5517.8,Business,43,Winter,Tuesday,Airbus A350,Mobile App,3,159624.39
FL178640,British Airways,Dubai Airport,PNQ,2026-09-28,10:10 AM,14:25,4h 16m,1 stop,2135.9,Economy,39,Monsoon,Monday,Boeing 787 Dreamliner,Mobile App,3,16544.38
FL194227,Indigo,Delhi,Jaipur,2026-03-24,11:05,,49 min,0,252.8,Premium Economy,6,Summer,Tuesday,Airbus A320,Mobile App,1,2954.61
FL107796,Qatar Airways,Dubai,,2026-10-19,01:45,08:36,6h 52m,non-stop,4965.9,Economy,75,,Monday,Airbus A320,Travel Agent,3,38652.95
FL154725,AirAsia India,,Bangalore,2025-07-09,9:00 PM,21:52,0.88,0,295.9,Premium Economy,9,Monsoon,Wednesday,ATR 72,Mobile App,1,2000
FL186550,Emirates,JFK,CCU,2026-08-09,04:30,,19h 03m,1,13402.3 km,Economy,17,Monsoon,Sunday,Airbus A380,Website,2,137684.08
FL116548,Etihad Airways,London,New York,2026-04-07,11:10,6:58 PM,,0,5702.2,Economy,13,Summer,Tuesday,Airbus A380,Website,1,88595.88
FL194619,Etihad Airways,New York,Sydney,2026-07-15,10:00 AM,09:50,23h 50m,2 stops,16374.4,Economy,1,Monsoon,Wednesday,Boeing 777,Website,4,200000
